date,title,text,匯銀主管
2019/2/11,避險意識高 金價看漲,"全球經濟成長前景陷憂慮，使投資人避險意識抬頭，具避險概念的黃金身價上漲，國際金價自上周四（2月7日）的低點1,302美元反彈，最高一度漲至1,315美元，不過，因美元同步走揚，抑制金價漲勢，使金價略回檔，約在1,314美元附近整理。

銀行主管分析，農曆春節期間，國際金融市場壞消息頻傳，包括美國總統川普在媒體記者詢問時明確表示，不會在3月1日前會見習近平，顯示美中貿易談判進展並不順利，再加上歐美經濟數據表現不佳、全球經濟成長放緩，都讓投資人如驚弓之鳥，紛紛找尋資金避風港。

「金價受惠於避險風氣升溫而上漲，但美元也因同樣理由升值，對黃金漲勢造成阻力」，銀行主管說。

一般而言，金價與美元走勢背道而馳，美元上漲，通常會造成金價下跌，但在市場避險情緒升溫時，金價與美元可能雙雙上漲，只是美元上漲，還是會對黃金的多頭走勢造成壓力。

根據外電報導，美國可能會將美、中貿易談判達成協議的期限3月1日延長；報導指出，川普不會在3月1日前與中國國家主席習近平會面，引發外界對於美中貿易談判不順的疑慮，市場避險情緒升溫，金價與美元同步上漲。

除此之外，歐元區經濟成長不如預期，加上美國在美墨邊境築牆的計畫持續陷入僵局，令投資人備感憂心。

匯銀主管還說，國際金融市場變數頗多，即使美國今年升息次數可能減半至兩次，但美元走勢仍舊堅挺，主要原因就是其他新興市場的經濟成長表現還是遜於美國。",匯銀主管還說，國際金融市場變數頗多，即使美國今年升息次數可能減半至兩次，但美元走勢仍舊堅挺，主要原因就是其他新興市場的經濟成長表現還是遜於美國。
2019/2/10,台幣估弱勢震盪,"狗年匯市在1日封關，新台幣匯率終場貶值0.5分，收30.745元，總成交量9.085億美元。

受農曆春節將至影響，出口商蜂擁拋匯，封關前1月底、2月初那周新台幣匯率升值8分，周升幅0.26%。

狗年匯市封關後，豬年匯市將於11日開紅盤，由於過去一周美元偏強，匯銀主管預估，新台幣匯率短期內恐震盪偏弱，區間約略維持30.7~30.8元。
",匯銀主管預估，新台幣匯率短期內恐震盪偏弱，區間約略維持30.7~30.8元。
2019/2/3,台幣新春估狹幅盤整,"狗年匯市上周五（1日）封關。新台幣終場貶值0.5分，收在30.745元，總成交量9.085億美元。統計狗年累計貶值1.403元，貶幅4.56%，年線終結連兩升。

受農曆春節將至影響，出口商蜂擁拋匯，過去一周新台幣匯率累計升值8分，周升幅0.26%。

狗年匯市封關後，豬年匯市將於11日開紅盤，匯銀主管指出，因美中貿易、英國脫歐兩大變數懸而未決，預料新台幣匯率開紅盤時將呈狹幅盤整格局。",匯銀主管指出，因美中貿易、英國脫歐兩大變數懸而未決，預料新台幣匯率開紅盤時將呈狹幅盤整格局。
2019/2/2,匯市封關 台幣狗年貶4.5％,"國際美元去年第二季從低點強勢反彈，加上外資匯出，使台幣震盪走低。昨天是狗年匯市最後一個交易日，台幣兌美元匯率以卅點七四五元兌一美元作收，全年重貶百分之四點五六，終結連續兩年升勢，全年貶值一點四_三元，貶幅創三年來最大。

展望金豬年匯市表現，匯銀主管指出，美國貨幣政策牽動國際資金向走向，影響台幣走勢，去年美國升息帶動美元走強，壓抑了台幣的升值力道；今年美國聯準會首次利率決策會高唱鴿調，符合市場預期，強勢美元結束，加上其他國家央行貨幣政策也轉趨鴿派，市場增加風險胃納程度，緩解風險性資產走低的壓力，台幣不容易走弱。

第二個影響台幣匯率表現的就是國際貿易爭端，匯銀主管表示，狗年最大的國際事件就是美中貿易戰，貿易爭端導致人民幣趨弱，亞幣跟著走貶。中美貿易協商若後續偏正面的訊息，將刺激外資重返新興亞洲，推升台幣及主要亞幣。

不過，匯銀主管指出，就台灣內部環境來看，外銷訂單轉衰退、景氣對策燈號滑落，凸顯台灣景氣走緩風險，而通膨年增率轉負，也低於先前央行預估，在台灣基本面轉弱下，台幣缺乏大幅上漲理由。目前外資匯入力道不強，且台美間利差仍大，為台幣升值最大阻礙。

另外，央行統計，昨天台幣通貨發行餘額飆破二點六兆元，較去年春節前最後一個營業日暴增一四三二億元，再創史上新高。央行發行局長施遵驊說，因為今年連假長達九天，民眾需要準備現金支付年節期間的消費及發紅包的需求，金融機構也要多庫存現金，以方便ＡＴＭ沒錢時能及時補鈔。

不少民眾趕最後一個營業日去銀行辦事、換新鈔，許多銀行昨天都大排長龍，部分銀行的網銀、Ａｐｐ還因瞬間流量過大而塞車。銀行主管表示，系統正常，只是需要時間消化交易量。
","匯銀主管指出，美國貨幣政策牽動國際資金向走向，影響台幣走勢，去年美國升息帶動美元走強，壓抑了台幣的升值力道；今年美國聯準會首次利率決策會高唱鴿調，符合市場預期，強勢美元結束，加上其他國家央行貨幣政策也轉趨鴿派，市場增加風險胃納程度，緩解風險性資產走低的壓力，台幣不容易走弱。

第二個影響台幣匯率表現的就是國際貿易爭端，匯銀主管表示，狗年最大的國際事件就是美中貿易戰，貿易爭端導致人民幣趨弱，亞幣跟著走貶。中美貿易協商若後續偏正面的訊息，將刺激外資重返新興亞洲，推升台幣及主要亞幣。

不過，匯銀主管指出，就台灣內部環境來看，外銷訂單轉衰退、景氣對策燈號滑落，凸顯台灣景氣走緩風險，而通膨年增率轉負，也低於先前央行預估，在台灣基本面轉弱下，台幣缺乏大幅上漲理由。目前外資匯入力道不強，且台美間利差仍大，為台幣升值最大阻礙。"
2019/1/31,楊金龍中央銀行總裁決策透明 有效溝通宣導政策 Q版公仔上陣,"""行政院長蘇貞昌上任後，政府興起一波「網紅內閣」運動，政治人物不僅時常進行直播，蘇貞昌還每天在LINE官方帳號上發「長輩圖」問候大家，向來給人拘謹嚴肅印象的中央銀行也跟上這股風潮，不僅開設臉書粉絲頁，還設計了楊金龍的Q版公仔，為全民解釋央行的貨幣政策。

總裁圈粉做直播

楊金龍去年2月26日接任央行總裁，即將屆滿一年，回顧近一年來，央行力行的幾項改變，最令人印象深刻的就是理監事會議會後記者會全程直播，並把他的相關談話、高峰論壇演講等影片，全都放上央行網站供民眾參考，展現他與市場溝通的誠意。

民進黨立委劉建國在財政委員會質詢時要求央行推行「白話文運動」，意即官方應該要減少使用專有名詞，讓民眾都能看懂聽懂，這樣的建議，央行顯然聽見了，今年積極透過臉書粉絲頁的貼文，不僅圖文並茂，也盡量用簡單的語言解釋央行政策和訊息。

過去和市場溝通被視為央行弱項，貨幣政策決策過程不夠透明，也成為學界批評題材，楊金龍上任後有了新作為，以往央行理監事會議召開的日期，不論是提前或往後，都可以被記者拿來做文章、認為央行別有用意，如今，央行在前一年，就先公布下一年召開理監事會議的日子，讓大家無法再借題發揮。

除此之外，央行發行定期存單的日期、金額與頻率，也都事先公布在網站上，讓市場預作準備。

楊金龍先前在文章裡談到，央行面對全球五大憂慮的因應之道之一，就是「更有效的溝通，及更具透明化的央行」，如今看來，絕對不是只有說說而已。

穩字訣始終如一

儘管楊金龍與前任央行總裁彭淮南的作為略有不同，但兩人也有共同的堅持，那就是對於新台幣匯率的態度，始終秉持一個「穩」字訣。2018年台北匯市封關，與前年封關價29.848元相較，新台幣匯率全年貶值8.85角，年貶幅2.88%，較其他主要幣別穩定許多。

匯銀主管分析，或許是楊金龍「新官上任」的關係，相較於動盪的股市，去年新台幣匯率走勢可說是「超穩定」，而這個堅持與彭淮南時代全然相同，目的就是為了避免匯率過度波動，讓國內的進出口商、金融機構無所適從。""","儘管楊金龍與前任央行總裁彭淮南的作為略有不同，但兩人也有共同的堅持，那就是對於新台幣匯率的態度，始終秉持一個「穩」字訣。2018年台北匯市封關，與前年封關價29.848元相較，新台幣匯率全年貶值8.85角，年貶幅2.88%，較其他主要幣別穩定許多。

匯銀主管分析，或許是楊金龍「新官上任」的關係，相較於動盪的股市，去年新台幣匯率走勢可說是「超穩定」，而這個堅持與彭淮南時代全然相同，目的就是為了避免匯率過度波動，讓國內的進出口商、金融機構無所適從。"
2019/1/29,台幣連四升 二周高點,"農曆封關前，外資連八日加碼台股，促使台股重返萬點大關。在國際美元走弱、台股漲破萬點兩大因素激勵下，外資昨（28）日早盤大舉匯入，新台幣匯率走揚，外資午後反手買匯，加上壽險業加入匯出行列，新台幣終場升值3.5分，收30.79元，連四升並創逾兩周新高，總成交量14.28億美元。

匯銀主管分析，展望後市，近期國際匯市變數頗多，除美中貿易談判外，還有美國將公布非農就業人口，新台幣匯率要大幅升值仍不易，短期內新台幣匯率將在30.7-30.8元區間震盪。

昨日外資匯市操作一日數變，匯銀主管憂心，未來幾天外資會因國際變數改變台股操作策略，反映在台股漲破萬點大關，但新台幣匯率仍「碎步」升值。

匯銀主管認為，本周新台幣匯率走勢很可能維持區間震盪，當匯價升破30.8元來到「30.7」字頭，會激勵美元買盤進場撿便宜。","匯銀主管分析，展望後市，近期國際匯市變數頗多，除美中貿易談判外，還有美國將公布非農就業人口，新台幣匯率要大幅升值仍不易，短期內新台幣匯率將在30.7-30.8元區間震盪。

昨日外資匯市操作一日數變，匯銀主管憂心，未來幾天外資會因國際變數改變台股操作策略，反映在台股漲破萬點大關，但新台幣匯率仍「碎步」升值。

匯銀主管認為，本周新台幣匯率走勢很可能維持區間震盪，當匯價升破30.8元來到「30.7」字頭，會激勵美元買盤進場撿便宜。"
2019/1/27,全球經濟疲弱 美元下跌,"歐元疲弱，全球經濟走弱，美元指數小幅下挫，上周降至95.79，匯銀主管表示，未來美元指數仍須觀察歐元走勢，預計會在96區間波動。

匯銀人士表示，國際貨幣基金（IMF）下調今年全球經濟成長預估至3.5%，創近三年來新低，加上歐、日央行會議聲明偏向鴿派，使歐元與日圓上周升值，美元上周周線小幅下跌，未來可能在96區間波動。

英國在野工黨表態願意支持延遲脫歐法案，預期可化解當前僵局，避免英國無協議脫歐，加上媒體稱北愛爾蘭民主聯盟黨私下同意將支持首相梅伊的脫歐協議，使得英鎊周線大漲。

澳洲12月就業數據顯示，儘管就業人數增加2.1萬人，但主要集中在兼職工作而全職就業反相對減少，顯示企業在招聘上，對經濟前景缺乏信心，澳幣周線逆勢升值0.24%。

新興市場貨幣漲跌不一，其中土耳其里拉與南非幣漲幅領先，其中由於南非公布12月消費者物價指數年增4.5%，來到近六個月以來新低，市場估近期央行升息可能性低，使得南非幣升值逾1%。

南韓和馬來西亞央行在上周會議上維持利率不變，皆符合市場預期，南韓央行並下調今年經濟成長預估，而馬來西亞央行強調貿易緊張與商品下跌帶來下行風險，韓元周線變動不大，馬來西亞幣小幅貶值。

富蘭克林投顧表示，儘管中國可能購買大量美國商品，有助於美國貿易逆差縮窄，並推升美元匯價，但是美中貿易談判的前景正面，及美國與其他國家的經濟成長差距縮窄，將對美元帶來壓力，匯價要再進一步走強的力道有限。

不過，受到歐元區數據仍偏弱影響，歐元表現空間有限，反而新興市場貨幣表現可望領先，貿易戰擔憂減緩、中國政策的刺激及評價面具優勢，後續具表現機會。",歐元疲弱，全球經濟走弱，美元指數小幅下挫，上周降至95.79，匯銀主管表示，未來美元指數仍須觀察歐元走勢，預計會在96區間波動。
2019/1/26,台幣連三升 攀一周高點,"台股封關倒數三天，金融市場終於昨（25）日出現令投資人振奮的股匯雙漲行情。因台股大漲，加上外資買超台股158億元，新台幣匯率連三日升值，終場升值6分，收30.825元，為逾一周新高。

匯銀主管指出，受到美股大漲激勵，外資昨日積極加碼台灣與韓國科技股，使新台幣與韓元連袂走揚；不過，昨日台北匯市總成交量僅11.83億美元，加上股市即將封關，外資單日匯入金額估計只有2億至3億美元。

展望後市，匯銀主管預期，新台幣匯率近期將於30.7至30.9元區間震盪。

匯銀主管表示，雖然昨日未見外資大舉匯入，但相較於過去，台股上漲時新台幣匯率原地踏步，昨日因外資積極拋匯，新台幣匯率終於跟進升值，頗有落後補升的意味，而新台幣升值氣勢能否延續至2月1日匯市封關，備受市場關注。不過台股只剩三個交易日就要封關，外資是否持續大舉流入，仍值得觀察，不過出口商基於年關資金需求，拋匯力道仍舊強勁，有利新台幣走升。

證交所資料顯示，外資昨日買超台股158.31億元，加權股價指數終場上漲92.49點、漲幅0.94%、收在9,969.61點，距離萬點大關僅一步之遙。","匯銀主管指出，受到美股大漲激勵，外資昨日積極加碼台灣與韓國科技股，使新台幣與韓元連袂走揚；不過，昨日台北匯市總成交量僅11.83億美元，加上股市即將封關，外資單日匯入金額估計只有2億至3億美元。

展望後市，匯銀主管預期，新台幣匯率近期將於30.7至30.9元區間震盪。

匯銀主管表示，雖然昨日未見外資大舉匯入，但相較於過去，台股上漲時新台幣匯率原地踏步，昨日因外資積極拋匯，新台幣匯率終於跟進升值，頗有落後補升的意味，而新台幣升值氣勢能否延續至2月1日匯市封關，備受市場關注。不過台股只剩三個交易日就要封關，外資是否持續大舉流入，仍值得觀察，不過出口商基於年關資金需求，拋匯力道仍舊強勁，有利新台幣走升。
"
2019/1/23,熱錢大撤出 匯市爆18億美元巨量,"熱錢大撤出，估計昨（22）日一天淨匯出逾5億美元，新台幣匯率終場貶值4.5分，收30.896元，為近兩個月新低；因外資擴大買匯，出口商積極賣美元，匯市總成交量達18.37億美元，為逾半個月來最大。

資深匯銀主管表示，受到韓元匯價走貶，以及美國擬正式向加拿大請求引渡「華為公主」孟晚舟，使中國政府不滿等消息影響，亞洲貨幣昨日多數走弱，外資也大舉匯出台灣，使新台幣匯率趨貶。

熱錢大匯出，新台幣匯率貶值金額卻不到5分，匯銀主管說，主要是出口商積極出售美元，除限縮新台幣匯率的貶幅外，出口商與外資上演美元「你丟我撿」，使匯市一日爆出逾18億美元的巨量。

匯銀主管說，台北股匯市走勢脫鉤，外資在台股連四日買超，合計買超金額突破120億元，匯市卻不見外資匯入，反倒驚見一波撤出潮，是否代表外資不願在台「抱股過年」，值得觀察。

回顧昨天盤中交易，國銀交易室主管說，「下午外資像水一樣湧進、不斷買進美元」，不過，眼見匯價貶至30.85元以下，出口商也爆出一波拋匯潮，與外資你來我往，匯市成交量突破18億美元。

匯銀主管分析外資撤出潮的原因，首先是中國經濟成長放緩，還有中、美、加之間因華為發生的政治紛擾，外資對風險性資產的興趣降低，轉投具避險功能的美元懷抱；另外，主要貿易對手國韓元，以及主要亞洲貨幣貶值，新台幣匯率跟隨國際潮流下跌，向31元整數大關邁進。

資深匯銀主管表示，雖然外資昨天大舉撤出，使新台幣匯率貶至近兩個月低點，但農曆春節將至，出口商手中有大量的美元準備變現，美元賣壓沉重，新台幣匯率暫時不易貶破31元大關，估計短期之內，新台幣匯率仍將位於30.8~31元之間波動。","資深匯銀主管表示，受到韓元匯價走貶，以及美國擬正式向加拿大請求引渡「華為公主」孟晚舟，使中國政府不滿等消息影響，亞洲貨幣昨日多數走弱，外資也大舉匯出台灣，使新台幣匯率趨貶。

熱錢大匯出，新台幣匯率貶值金額卻不到5分，匯銀主管說，主要是出口商積極出售美元，除限縮新台幣匯率的貶幅外，出口商與外資上演美元「你丟我撿」，使匯市一日爆出逾18億美元的巨量。

匯銀主管說，台北股匯市走勢脫鉤，外資在台股連四日買超，合計買超金額突破120億元，匯市卻不見外資匯入，反倒驚見一波撤出潮，是否代表外資不願在台「抱股過年」，值得觀察。

回顧昨天盤中交易，國銀交易室主管說，「下午外資像水一樣湧進、不斷買進美元」，不過，眼見匯價貶至30.85元以下，出口商也爆出一波拋匯潮，與外資你來我往，匯市成交量突破18億美元。

匯銀主管分析外資撤出潮的原因，首先是中國經濟成長放緩，還有中、美、加之間因華為發生的政治紛擾，外資對風險性資產的興趣降低，轉投具避險功能的美元懷抱；另外，主要貿易對手國韓元，以及主要亞洲貨幣貶值，新台幣匯率跟隨國際潮流下跌，向31元整數大關邁進。

資深匯銀主管表示，雖然外資昨天大舉撤出，使新台幣匯率貶至近兩個月低點，但農曆春節將至，出口商手中有大量的美元準備變現，美元賣壓沉重，新台幣匯率暫時不易貶破31元大關，估計短期之內，新台幣匯率仍將位於30.8~31元之間波動。"
2019/1/20,美元湧買盤 台幣有壓,"台股上周收小紅，但外資持續買匯撤出，使股匯走勢脫鉤，新台幣昨（19）日收30.842元，與前日收盤價持平，單日總成交量極少，僅1.53億美元。

過去一周，新台幣累計貶4.2分，貶值幅度0.13%。

匯銀主管分析，雖然台股上周五收小紅，但由於台積電展望欠佳，外資仍有匯出疑慮，買匯潮湧入，使新台幣承壓。",匯銀主管分析，雖然台股上周五收小紅，但由於台積電展望欠佳，外資仍有匯出疑慮，買匯潮湧入，使新台幣承壓。
2019/1/13,股匯脫鉤 台幣轉弱,"台股收小紅，但外資仍持續買匯撤出，使股匯走勢脫鉤，新台幣上周五（11日）收30.802元，貶2分，終結連兩升，總成交量14.99億美元。過去一周，新台幣累計升6.1分，升幅0.2％。

匯銀主管分析，雖然台股上周五收小紅、出口商拋匯，但外資逢低買美元，進口商買匯，使新台幣承壓。",匯銀主管分析，雖然台股上周五收小紅、出口商拋匯，但外資逢低買美元，進口商買匯，使新台幣承壓。
2019/1/12,專家：沒升值本錢 人民幣恐走弱,"人民幣對美元近日強勢升值，一周以來升值百分之一點七二，單周漲幅創匯改以來新高。匯銀主管表示，中美貿易進行協商，市場氣氛樂觀，帶動人民幣上漲，不過，人民幣基本面不佳，長期來看沒有升值的本錢，建議投資人謹慎觀望，手上若有部位可以逢高分批賣出。

國際美元走弱，加上美中貿易談判順利進行，人民幣升值特快車強勢發動，在岸、離岸人民幣昨天兌美元雙雙升破六點七五關卡。相較於人民幣大漲，台幣則因外資呈小幅匯出，走勢相對和緩，昨天以卅點七五元的高價開出，但盤中匯價由紅翻黑，終場收貶二分，以卅點八_二元兌一美元作收。

匯銀主管指出，人民幣短期走勢偏強，但從基本面來看，中國大陸經濟成長走緩，官方可能會再調降存準率，人民幣隨時有可能反轉走弱，建議投資人最好謹慎觀望、少碰為宜。

手上若已持有人民幣部位，匯銀主管建議，現在人民幣在相對高點，可逢高分批賣。渣打銀行財富管理處負責人傅敏儀表示，中長期而言，全球經濟成長下滑和貿易活動放緩，最終將影響美國經濟和金融市場表現，聯準會可能放慢升息步伐。渣打預期，美元走勢將回落，美中貿易緊張局勢將延續更長的時間，大陸將可能會採取更多貨幣和財政刺激措施，應對經濟成長放緩，人民幣恐因此走弱。星展集團也預期，今年人行會再降準兩次，不排除人民幣兌美元貶破七的可能性。",匯銀主管表示，中美貿易進行協商，市場氣氛樂觀，帶動人民幣上漲，不過，人民幣基本面不佳，長期來看沒有升值的本錢，建議投資人謹慎觀望，手上若有部位可以逢高分批賣出。
2019/1/12,匯銀建議 逢高分批賣,"人民幣近日強勢升值，一周以來已暴漲上千點，單周漲幅創匯改以來新高。匯銀主管表示，美中貿易進行協商，市場氣氛樂觀，帶動人民幣上漲，不過，人民幣基本面不佳，長期來看沒有升值的本錢，建議投資人謹慎觀望，手上若有部位可以趁高分批賣出。

國際美元走弱，加上美中貿易談判順利進行，人民幣升值特快車強勢發動，在岸、離岸人民幣昨（11）日對美元雙雙升破6.75關卡。相較於人民幣大漲，新台幣則因外資呈小幅匯出，走勢相對和緩，昨天以30.75元的高價開出但後繼無力，盤中匯價由紅翻黑，終場收貶2分，以30.802元對1美元作收。

匯銀主管指出，Fed考慮放緩升息腳步，美元升息循環恐告一段落，使美元走勢偏弱，加上美中貿易談判進展順利，市場充滿樂觀情緒，使人民幣強勁升值。人民幣短期走勢偏強，但從基本面來看，中國大陸經濟成長走緩，官方可能會再調降存準率，人民幣隨時有可能反轉走弱，建議投資人最好謹慎觀望、少碰為宜。

手上若已持有人民幣部位，匯銀主管建議，現在人民幣在相對高點，可逢高分批賣。若還不到獲利價位，可趁銀行推出人民幣優惠定存方案，拉長線、賺利差。

渣打銀行財富管理處負責人傅敏儀表示，中長期而言，全球經濟成長下滑和貿易活動放緩，最終將影響美國經濟和金融市場表現，聯準會可能放慢升息步伐。渣打預期，美元走勢將回落，美中貿易緊張局勢將延續更長的時間。",匯銀主管表示，美中貿易進行協商，市場氣氛樂觀，帶動人民幣上漲，不過，人民幣基本面不佳，長期來看沒有升值的本錢，建議投資人謹慎觀望，手上若有部位可以趁高分批賣出匯銀主管指出，Fed考慮放緩升息腳步，美元升息循環恐告一段落，使美元走勢偏弱，加上美中貿易談判進展順利，市場充滿樂觀情緒，使人民幣強勁升值。人民幣短期走勢偏強，但從基本面來看，中國大陸經濟成長走緩，官方可能會再調降存準率，人民幣隨時有可能反轉走弱，建議投資人最好謹慎觀望、少碰為宜。匯銀主管建議，現在人民幣在相對高點，可逢高分批賣。若還不到獲利價位，可趁銀行推出人民幣優惠定存方案，拉長線、賺利差。
